HADH	UMLS:C1291230	1	659
HADH	UMLS:C1864948	1	660
HAL	UMLS:C0220992	1	661
HBB	UMLS:C0005283	1	662
HCCS	UMLS:C0796070	1	663
SERPIND1	UMLS:C0398626	1	664
HTT	UMLS:C0020179	1	665
HEXA	UMLS:C0039373	1	666
HEXB	UMLS:C0036161	1	667
CFH	UMLS:C0242383	1	668
CFH	UMLS:C0398777	1	669
CFH	UMLS:C1853147	1	670
HFE	UMLS:C0018995	1	671
HGD	UMLS:C0002066	1	672
VSX1	UMLS:C0339284	1	673
VSX1	UMLS:C1835677	1	674
HK1	UMLS:C3150343	1	675
MNX1	UMLS:C1531773	1	676
HLA-DRB1	UMLS:C0003873	1	677
HLCS	UMLS:C0268581	1	678
HMBS	UMLS:C0162565	1	679
HMGCS2	UMLS:C2751532	1	680
HNF4A	UMLS:C1852093	1	681
HOXA2	UMLS:C2676772	1	682
HOXA13	UMLS:C1841679	1	683
HOXA13	UMLS:C1867801	1	684
HOXD10	UMLS:C0240912	1	685
HOXD13	UMLS:C0220664	1	686
HOXD13	UMLS:C1861348	1	687
HOXD13	UMLS:C1861367	1	688
HOXD13	UMLS:C1862102	1	689
APC	UMLS:C0025149	1	690
HPGD	UMLS:C0029411	1	691
HPGD	UMLS:C1861514	1	692
HPRT1	UMLS:C0023374	1	693
HPRT1	UMLS:C0268117	1	694
HRAS	UMLS:C0265318	1	695
HRAS	UMLS:C0587248	1	696
MMAB	UMLS:C1855102	1	697
HRG	UMLS:C2751090	1	698
HSD17B3	UMLS:C0268296	1	699
HSD17B4	UMLS:C0342870	1	700
HSF4	UMLS:C0266537	1	701
HSPB1	UMLS:C1847823	1	702
HSPB1	UMLS:C2608087	1	703
HSPD1	UMLS:C1854467	1	704
HSPD1	UMLS:C2677109	1	705
APOA1	UMLS:C0268389	1	706
HYAL1	UMLS:C1291490	1	707
APOB	UMLS:C1704417	1	708
VSX2	UMLS:C1864720	1	709
VSX2	UMLS:C1864721	1	710
ACADM	UMLS:C0220710	1	711
SLC6A19	UMLS:C0018609	1	712
FREM2	UMLS:C0265233	1	713
IDH2	UMLS:C3150909	1	714
CFI	UMLS:C3463916	1	715
